Con Vendedor;Tipo canal;Activo;Fecha Vinculación;Fecha retiro;SUCURSAL FINAL;Oficina;Segmentacion;caracteristicas;Estado;Año_Vinculacion;Mes_Vinculacion;Tiempo_Compañia;;
827;Mayorista;0;13/02/2001;13/02/2001;BOLIVAR;20002;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;2;0,0;;
826;Mayorista;0;26/09/2001;26/09/2001;BOLIVAR;20002;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;9;0,0;;
823;Supermayorista;0;20/02/2001;20/02/2001;BOGOTA CORREDORES ;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;2;0,0;;
822;Supermayorista;0;28/03/2007;28/03/2007;CASA MATRIZ;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2007;3;0,0;;
821;Minorista;0;17/01/2001;17/01/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
818;Minorista;0;26/03/2001;26/03/2001;CASA MATRIZ;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;3;0,0;;
817;Mayorista;0;26/03/2001;26/03/2001;CASA MATRIZ;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;3;0,0;;
816;Minorista;0;26/03/2001;26/03/2001;CASA MATRIZ;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;3;0,0;;
815;Minorista;0;17/01/2001;17/01/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
814;Mayorista;0;26/09/2000;26/09/2000;BOGOTA COORDINADORA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2000;9;0,0;;
813;Mayorista;0;18/01/2001;18/01/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
812;Mayorista;0;26/09/2000;26/09/2000;BOGOTA COORDINADORA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2000;9;0,0;;
811;Supermayorista;0;27/02/2001;27/02/2001;BOGOTA COORDINADORA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;2;0,0;;
809;Minorista;0;27/09/2000;27/09/2000;CASA MATRIZ;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2000;9;0,0;;
806;Mayorista;0;17/01/2001;17/01/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
805;Mayorista;0;26/09/2000;26/09/2000;BOGOTA COORDINADORA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2000;9;0,0;;
804;Mayorista;0;17/01/2001;17/01/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
803;Mayorista;0;17/01/2001;17/01/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
802;Minorista;0;17/01/2001;17/01/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
801;Mayorista;0;17/01/2001;17/01/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
800;Mayorista;0;27/09/2000;27/09/2000;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2000;9;0,0;;
796;Minorista;0;28/09/2000;28/09/2000;CASA MATRIZ;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2000;9;0,0;;
795;Mayorista;0;17/01/2001;17/01/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
794;Minorista;0;17/01/2001;17/01/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
793;Minorista;0;30/11/2000;30/11/2000;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2000;11;0,0;;
791;Mayorista;0;26/03/2001;26/03/2001;CASA MATRIZ;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;3;0,0;;
790;Mayorista;0;17/01/2001;17/01/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
789;Minorista;0;17/01/2001;17/01/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
788;Mayorista;0;17/01/2001;17/01/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
787;Minorista;0;17/01/2001;17/01/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
786;Mayorista;0;25/04/2001;25/04/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;4;0,0;;
784;Mayorista;0;17/01/2001;17/01/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
783;Mayorista;0;17/01/2001;17/01/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
782;Mayorista;0;17/01/2001;17/01/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
781;Mayorista;0;17/01/2001;17/01/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
780;Mayorista;0;17/01/2001;17/01/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
779;Mayorista;0;17/01/2001;17/01/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
778;Mayorista;0;17/01/2001;17/01/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
777;Minorista;0;20/03/2001;20/03/2001;SUCRE;30006;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;3;0,0;;
774;Mayorista;0;17/01/2001;17/01/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
772;Mayorista;0;26/03/2014;26/03/2014;CASA MATRIZ;10001;Deserción tipo I;No es minorista, esta entre 2008-2016 y es si casa matriz;Inactivo;2014;3;0,0;;
771;Mayorista;0;17/01/2001;17/01/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
770;Mayorista;0;28/12/2001;28/12/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;12;0,0;;
767;Mayorista;0;17/01/2001;17/01/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
766;Mayorista;0;17/01/2001;17/01/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
765;Minorista;0;18/01/2001;18/01/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
764;Mayorista;0;17/01/2001;17/01/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
763;Mayorista;0;17/01/2001;17/01/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
762;Mayorista;0;17/01/2001;17/01/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
761;Mayorista;0;17/01/2001;17/01/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
759;Mayorista;0;17/01/2001;17/01/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
758;Mayorista;0;26/03/2001;26/03/2001;CASA MATRIZ;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;3;0,0;;
756;Mayorista;0;17/01/2001;17/01/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
755;Mayorista;0;18/01/2001;18/01/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
754;Mayorista;0;17/01/2001;17/01/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
753;Mayorista;0;17/01/2001;17/01/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
752;Mayorista;0;17/01/2001;17/01/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
751;Mayorista;0;17/01/2001;17/01/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
750;Mayorista;0;17/01/2001;17/01/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
749;Mayorista;0;17/01/2001;17/01/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
748;Mayorista;0;17/01/2001;17/01/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
746;Mayorista;0;17/01/2001;17/01/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
745;Mayorista;0;17/01/2001;17/01/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
744;Mayorista;0;17/01/2001;17/01/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
743;Mayorista;0;17/01/2001;17/01/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
742;Mayorista;0;17/01/2001;17/01/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
741;Mayorista;0;17/01/2001;17/01/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
740;Mayorista;0;17/01/2001;17/01/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
739;Mayorista;0;17/01/2001;17/01/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
738;Mayorista;0;17/01/2001;17/01/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
737;Mayorista;0;17/01/2001;17/01/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
736;Supermayorista;0;20/02/2001;20/02/2001;BOGOTA CORREDORES ;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;2;0,0;;
735;Mayorista;0;17/01/2001;17/01/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
734;Supermayorista;0;20/02/2001;20/02/2001;BOGOTA CORREDORES ;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;2;0,0;;
733;Mayorista;0;17/01/2001;17/01/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
732;Supermayorista;0;27/08/2007;27/08/2007;BOGOTA CORREDORES ;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2007;8;0,0;;
731;Mayorista;0;17/01/2001;17/01/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
730;Mayorista;0;17/01/2001;17/01/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
729;Mayorista;0;17/01/2001;17/01/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
728;Mayorista;0;17/01/2001;17/01/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
727;Mayorista;0;17/01/2001;17/01/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
725;Mayorista;0;17/01/2001;17/01/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
724;Mayorista;0;17/01/2001;17/01/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
723;Mayorista;0;17/01/2001;17/01/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
721;Minorista;0;26/03/2001;26/03/2001;CASA MATRIZ;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;3;0,0;;
720;Mayorista;0;17/01/2001;17/01/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
719;Mayorista;0;17/01/2001;17/01/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
718;Mayorista;0;17/01/2001;17/01/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
717;Mayorista;0;17/01/2001;17/01/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
716;Mayorista;0;17/01/2001;17/01/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
715;Mayorista;0;17/01/2001;17/01/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
714;Mayorista;0;17/01/2001;17/01/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
713;Mayorista;0;26/03/2001;26/03/2001;CASA MATRIZ;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;3;0,0;;
712;Mayorista;0;17/01/2001;17/01/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
711;Mayorista;0;17/01/2001;17/01/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
710;Mayorista;0;26/03/2001;26/03/2001;CASA MATRIZ;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;3;0,0;;
709;Mayorista;0;11/01/2000;11/01/2000;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2000;1;0,0;;
708;Mayorista;0;11/01/2000;11/01/2000;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2000;1;0,0;;
707;Mayorista;0;17/01/2001;17/01/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
706;Mayorista;0;11/01/2000;11/01/2000;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2000;1;0,0;;
705;Mayorista;0;11/01/2000;11/01/2000;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2000;1;0,0;;
704;Mayorista;0;11/01/2000;11/01/2000;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2000;1;0,0;;
703;Mayorista;0;11/01/2000;11/01/2000;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2000;1;0,0;;
702;Mayorista;0;11/01/2000;11/01/2000;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2000;1;0,0;;
701;Supermayorista;0;19/09/2001;19/09/2001;BOGOTA CORREDORES ;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;9;0,0;;
700;Mayorista;0;11/01/2000;11/01/2000;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2000;1;0,0;;
699;Mayorista;0;11/01/2000;11/01/2000;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2000;1;0,0;;
698;Mayorista;0;20/02/2001;20/02/2001;BOGOTA CORREDORES ;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;2;0,0;;
697;Mayorista;0;11/01/2000;11/01/2000;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2000;1;0,0;;
696;Mayorista;0;11/01/2000;11/01/2000;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2000;1;0,0;;
695;Mayorista;0;11/01/2000;11/01/2000;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2000;1;0,0;;
694;Supermayorista;0;20/02/2001;20/02/2001;BOGOTA CORREDORES ;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;2;0,0;;
692;Mayorista;0;11/01/2000;11/01/2000;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2000;1;0,0;;
690;Mayorista;0;31/01/2001;31/01/2001;VALLE;10004;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
689;Mayorista;0;31/01/2001;31/01/2001;VALLE;10004;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
688;Mayorista;0;31/01/2001;31/01/2001;VALLE;10004;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
686;Mayorista;0;31/01/2001;31/01/2001;VALLE;10004;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
685;Mayorista;0;31/01/2001;31/01/2001;VALLE;10004;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
684;Mayorista;0;31/01/2001;31/01/2001;VALLE;10004;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
683;Mayorista;0;17/01/2001;17/01/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
682;Supermayorista;0;31/01/2001;31/01/2001;VALLE;10004;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
681;Mayorista;0;31/01/2001;31/01/2001;VALLE;10004;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
679;Mayorista;0;31/01/2001;31/01/2001;VALLE;10004;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
678;Mayorista;0;31/01/2001;31/01/2001;VALLE;10004;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
676;Mayorista;0;31/01/2001;31/01/2001;VALLE;10004;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
675;Mayorista;0;31/01/2001;31/01/2001;VALLE;10004;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
674;Mayorista;0;31/01/2001;31/01/2001;VALLE;10004;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
673;Mayorista;0;31/01/2001;31/01/2001;VALLE;10004;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
672;Mayorista;0;31/01/2001;31/01/2001;VALLE;10004;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
671;Mayorista;0;31/01/2001;31/01/2001;VALLE;10004;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
670;Mayorista;0;31/01/2001;31/01/2001;VALLE;10004;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
669;Mayorista;0;31/01/2001;31/01/2001;VALLE;10004;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
667;Mayorista;0;21/09/2000;21/09/2000;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2000;9;0,0;;
666;Mayorista;0;31/01/2001;31/01/2001;VALLE;10004;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
665;Mayorista;0;20/02/2001;20/02/2001;BOGOTA CORREDORES ;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;2;0,0;;
664;Mayorista;0;31/01/2001;31/01/2001;VALLE;10004;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
663;Mayorista;0;25/10/2005;25/10/2005;VALLE;10004;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2005;10;0,0;;
662;Mayorista;0;26/02/2001;26/02/2001;VALLE;10004;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;2;0,0;;
661;Mayorista;0;27/08/2007;27/08/2007;VALLE;10004;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2007;8;0,0;;
660;Mayorista;0;31/01/2001;31/01/2001;VALLE;10004;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
659;Mayorista;0;31/01/2001;31/01/2001;VALLE;10004;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
657;Mayorista;0;31/01/2001;31/01/2001;VALLE;10004;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
654;Mayorista;0;30/05/2014;30/05/2014;VALLE;10004;Deserción Tipo V;Niveles bajos de deserción;Inactivo;2014;5;0,0;;
652;Mayorista;0;31/01/2001;31/01/2001;VALLE;10004;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
651;Mayorista;0;31/01/2001;31/01/2001;VALLE;10004;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
650;Mayorista;0;27/01/2004;27/01/2004;VALLE;10004;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2004;1;0,0;;
649;Mayorista;0;31/01/2001;31/01/2001;VALLE;10004;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
646;Mayorista;0;31/01/2001;31/01/2001;VALLE;10004;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
644;Mayorista;0;31/01/2001;31/01/2001;VALLE;10004;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
